Date,Open,High,Low,Close,Adj Close,Volume
07-07-2005,2500,2560,2400,2429.899902,2288.681641,3917
08-07-2005,2479,2479,2435.149902,2442.5,2300.549316,418
11-07-2005,2445.050049,2469,2390.149902,2406.350098,2266.500488,1507
12-07-2005,2410,2415,2362,2386.199951,2247.521484,1955
13-07-2005,2415,2415,2376.050049,2391.75,2252.748047,962
14-07-2005,2415,2415,2351.100098,2367.899902,2230.285156,910
15-07-2005,2400,2400,2360,2392.350098,2253.314697,509
18-07-2005,2400,2434,2387.050049,2394.300049,2255.150146,1013
19-07-2005,2410,2414.850098,2380,2386.850098,2248.134277,836
20-07-2005,2455,2455,2385,2388.399902,2249.593506,564
21-07-2005,2410,2420,2350.100098,2366.899902,2229.343506,1767
22-07-2005,2375,2420,2375,2396.350098,2257.081055,961
25-07-2005,2479,2479,2360,2372.350098,2234.476074,909
26-07-2005,2379,2380,2352,2362.25,2224.963135,1268
27-07-2005,2409,2409,2350,2353.75,2216.95752,332
28-07-2005,2353.75,2353.75,2353.75,2353.75,2216.95752,0
29-07-2005,2360,2368,2330,2336.5,2200.709961,889
01-08-2005,2340,2340,2305,2320.25,2188.213867,666
02-08-2005,2325,2380,2300,2303.449951,2172.369385,1504
03-08-2005,2339,2339,2280,2290.050049,2159.731934,1220
04-08-2005,2328,2328.899902,2270,2277.75,2148.132568,2053
05-08-2005,2315,2320,2282.5,2300.449951,2169.540527,6059
08-08-2005,2321,2331,2295,2304.899902,2173.737305,2375
09-08-2005,2290,2337.899902,2270.050049,2320.600098,2188.543945,1378
10-08-2005,2328.899902,2552.699951,2321,2552.699951,2407.437012,8481
11-08-2005,2600,2808,2560,2651.350098,2500.47168,20847
12-08-2005,2651.350098,2735,2552,2603.600098,2455.440186,6370
16-08-2005,2640,2800,2640,2660.199951,2508.819092,3474
17-08-2005,2670,2710,2655,2664.449951,2512.825928,2598
18-08-2005,2670.100098,2700,2626,2634.699951,2484.769775,3330
19-08-2005,2720,2851,2657,2819.050049,2658.628906,15089
22-08-2005,2901,3050,2899,2986.75,2816.7854,25097
23-08-2005,2995,3180,2995,3136.449951,2957.966553,21997
24-08-2005,3160,3225,2983,3099.149902,2922.790039,20248
25-08-2005,3155,3220,3120,3193.25,3011.534912,22993
26-08-2005,3230,3249,3155,3185.050049,3003.802002,9365
29-08-2005,3200,3200,3125,3152.199951,2972.820313,3339
30-08-2005,3172,3192,3110,3131.149902,2952.968262,2289
31-08-2005,3158.949951,3158.949951,3000,3008.800049,2837.581055,5406
01-09-2005,3100,3100,2975,2982.850098,2813.106689,3212
02-09-2005,2999,3098,2965,2979.449951,2809.901123,2816
05-09-2005,3045,3128,3032.100098,3078,2902.842529,6030
06-09-2005,3119.550049,3150,3041,3073.25,2898.363281,3846
08-09-2005,3080,3116,3040,3066.100098,2891.620605,2919
09-09-2005,3115,3115,2960,3063.899902,2889.544922,2310
12-09-2005,3060,3100,3055,3060.149902,2886.008301,1863
13-09-2005,3010,3145,3010,3119.050049,2941.557129,4848
14-09-2005,3200,3270,3151,3179.550049,2998.614258,8334
15-09-2005,3199.949951,3338.550049,3190.050049,3338.550049,3148.56543,9394
16-09-2005,3499,3500,3359,3368.949951,3177.23584,9289
19-09-2005,3445,3445,3350,3362.25,3170.91748,3262
20-09-2005,3350,3374.649902,3290,3305.100098,3117.020264,3652
21-09-2005,3310,3360,3140,3206.300049,3023.842285,4003
22-09-2005,3249,3249,3050,3069.899902,2895.203857,3897
23-09-2005,3070,3100,2916.399902,2989.050049,2818.956055,4126
26-09-2005,3025,3138.5,3025,3138.5,2959.900391,1464
27-09-2005,3240,3250,3172,3221.300049,3037.987793,5514
28-09-2005,3200.100098,3250,3165.050049,3178.75,2997.859619,1804
29-09-2005,3192,3229.949951,3125,3163.75,2983.713379,3006
30-09-2005,3210,3210,3050,3139.550049,2960.890137,3290
03-10-2005,3197,3197,3160,3187.5,3006.111816,1702
04-10-2005,3152,3214,3150,3184.5,3003.282715,1575
05-10-2005,3160.100098,3235,3155,3214.550049,3031.622559,1543
06-10-2005,3180,3370,3165,3246.600098,3061.849365,3100
07-10-2005,3230,3279,3185.300049,3234.25,3050.201416,1903
10-10-2005,3200,3275,3182.100098,3192.649902,3010.968506,614
11-10-2005,3200,3200,3115,3135.850098,2957.401123,1283
13-10-2005,3010,3208,3006,3152.149902,2972.773438,1975
14-10-2005,3150,3150,3050.050049,3109.600098,2932.644775,1363
17-10-2005,3180,3198,3045,3070.050049,2895.345215,1460
18-10-2005,3000,3099,3000,3029.199951,2856.819824,1688
19-10-2005,3020,3048.899902,2950,2975.699951,2806.365723,3686
20-10-2005,3000,3000,2841,2866.050049,2702.953613,2794
21-10-2005,2866,2866,2720,2772.850098,2615.058594,6728
24-10-2005,2810,2898,2800,2814.399902,2654.24292,1370
25-10-2005,2948,2948,2750,2788.899902,2630.193115,845
26-10-2005,2799,2874,2781.100098,2854.449951,2692.013672,2034
27-10-2005,2939,2939,2770,2790.850098,2632.034424,1727
28-10-2005,2820,2820,2701,2726.399902,2571.250977,2518
31-10-2005,2775,2775,2725,2739.949951,2586.876465,1956
02-11-2005,2770.100098,2825,2734,2788.600098,2632.80835,1078
04-11-2005,2788.600098,2788.600098,2788.600098,2788.600098,2632.80835,0
07-11-2005,2810,2912,2795,2878.300049,2717.498291,6315
08-11-2005,2879.5,2945,2840,2851.600098,2692.289307,2328
09-11-2005,2949,2970,2858.050049,2865.550049,2705.459961,4208
10-11-2005,2939,2939,2800,2812,2654.901123,2856
11-11-2005,3000,3000,2803.399902,2816.600098,2659.244141,1387
14-11-2005,2865,2868,2780,2793.100098,2637.05835,1104
16-11-2005,2830,2849,2791.100098,2807.550049,2650.699951,1841
17-11-2005,2820,2934,2796,2862.649902,2702.722168,2511
18-11-2005,2880,2900,2860,2877,2716.27002,2310
21-11-2005,2801,2880,2801,2841.5,2682.753418,989
22-11-2005,2900,2900,2840.050049,2876.300049,2715.609131,1574
23-11-2005,2885,2905,2825.050049,2894.25,2732.556641,1143
24-11-2005,2890,2909.899902,2861.050049,2880.199951,2719.291504,555
25-11-2005,2960,2960,2870,2876.800049,2716.081543,639
28-11-2005,2890,2935,2875,2880.649902,2719.715332,1821
29-11-2005,2865,2910,2864.100098,2888.449951,2727.080566,779
30-11-2005,2870,2920,2830,2849.350098,2690.165283,1138
01-12-2005,2850,2890,2831,2884.949951,2723.775635,791
02-12-2005,2900,2905,2852,2860.600098,2700.787109,1265
05-12-2005,2915,2915,2805,2833.75,2675.436768,709
06-12-2005,2848,2848,2820,2842.100098,2683.320068,479
07-12-2005,2850,2910,2850,2905.899902,2743.555176,2426
08-12-2005,2880,2893.949951,2840,2872.100098,2711.644287,324
09-12-2005,2885,2900,2876.100098,2898.949951,2736.994141,1524
12-12-2005,2939.899902,2939.899902,2875,2897.350098,2735.483154,1412
13-12-2005,2900,2900,2870,2883.300049,2722.218018,1112
14-12-2005,2875,2893.850098,2851,2863.75,2703.759521,1021
15-12-2005,2875,2890,2800,2821.399902,2663.776855,971
16-12-2005,2900,2939,2800,2829.199951,2671.140625,1238
19-12-2005,2890,2890,2800,2816.699951,2659.338867,2758
20-12-2005,2875,2970,2820,2910.050049,2747.472656,10162
21-12-2005,2925,2988,2912,2959.100098,2793.783203,9506
22-12-2005,2852,2970,2852,2899.850098,2737.843994,2634
23-12-2005,2871,2908.899902,2810,2849.050049,2689.881592,3420
26-12-2005,2776,2850,2761,2783.850098,2628.324219,2224
27-12-2005,2785,2820,2745,2770.25,2615.483887,1984
28-12-2005,2819.300049,2825.5,2750.050049,2763.449951,2609.064209,1407
29-12-2005,2794,2798,2717,2732.899902,2580.220459,1219
30-12-2005,2750,2820,2731,2748.449951,2594.901367,3970
02-01-2006,2705,2794,2705,2738.050049,2585.082764,1376
03-01-2006,2750,2759.449951,2741,2745.300049,2591.92749,2195
04-01-2006,2780,2800,2725,2742,2588.813232,2656
05-01-2006,2742,2770,2701,2761.25,2606.984863,607
06-01-2006,2775,2780,2735,2740.75,2587.631348,1520
09-01-2006,2752,2780,2715,2728,2575.593994,1482
10-01-2006,2744.75,2744.75,2685,2695.300049,2544.721191,1688
12-01-2006,2750,2750,2674,2679.850098,2530.133545,1868
13-01-2006,2710,2725,2680,2690.199951,2539.906494,1662
16-01-2006,2691,2691,2660,2680.449951,2530.700195,908
17-01-2006,2700,2745,2675,2704.350098,2553.266113,1776
18-01-2006,2725,2725,2695,2701.699951,2550.76416,1659
19-01-2006,2749.899902,2782,2718,2775.350098,2620.298584,2403
20-01-2006,2740,2793.949951,2730,2742.300049,2589.096436,1509
23-01-2006,2759,2769.949951,2730,2738,2585.034912,1042
24-01-2006,2790,2790,2705,2715.600098,2563.887695,1069
25-01-2006,2716,2749.949951,2716,2740.850098,2587.726563,789
27-01-2006,2780,2889,2750,2860.699951,2700.880615,8346
30-01-2006,2865,2865,2800,2801.949951,2645.412842,1726
31-01-2006,2730,2825,2725,2803.550049,2646.92334,1169
01-02-2006,2805,2830,2800,2808.800049,2651.880615,1748
02-02-2006,2801,2834.949951,2800,2819.850098,2662.313232,1436
03-02-2006,2801,2829.949951,2800,2800.600098,2644.138428,1468
06-02-2006,2802.100098,2950,2800.050049,2872.050049,2711.596924,4460
07-02-2006,2945,3155,2820.100098,3010.100098,2841.93335,7305
08-02-2006,3120,3297,3052,3260.949951,3078.77002,22215
10-02-2006,3300,3398,3250.100098,3279.949951,3096.70874,14429
13-02-2006,3340,3340,3211,3219.149902,3039.303955,3596
14-02-2006,3270,3279.949951,3090,3108.050049,2934.411377,4975
15-02-2006,3159.949951,3185,3095,3104.649902,2931.20166,2678
16-02-2006,3101,3240,3087,3170.699951,2993.561768,3235
17-02-2006,3185,3199.949951,3081,3117.449951,2943.287354,3847
20-02-2006,3131,3199.899902,3105.100098,3171.399902,2994.22168,1761
21-02-2006,3300,3300,3150.100098,3214.949951,3035.339355,3184
22-02-2006,3160,3214.949951,3080,3097.050049,2924.026611,1747
23-02-2006,3250,3250,3040.199951,3049.800049,2879.416504,2040
24-02-2006,3050,3089,2945,3021.350098,2852.554443,2824
27-02-2006,3060,3090,3041,3057.800049,2886.968994,2202
28-02-2006,3050,3100,3024.25,3059.699951,2888.763672,2157
01-03-2006,3070,3200,3070,3130.699951,2955.795654,3622
02-03-2006,3100,3259.899902,3100,3246.550049,3065.174561,15804
03-03-2006,3200,3246.899902,2925,3160.399902,2983.836182,2686
06-03-2006,3170,3210,3100,3128.600098,2953.813965,1936
07-03-2006,3200,3200,3120,3132.899902,2957.872559,717
08-03-2006,3106,3220,3106,3132.949951,2957.919922,9054
09-03-2006,3160,3160,3106,3138.800049,2963.444336,770
10-03-2006,3139.949951,3154.800049,3103,3116.399902,2955.477295,930
13-03-2006,3240,3265,3154,3174.699951,3010.76709,3081
14-03-2006,3190.050049,3210,3110,3144.850098,2982.45874,814
16-03-2006,3160,3225,3125,3194.550049,3029.592529,3960
17-03-2006,3185,3219,3175,3193.5,3028.596191,1179
20-03-2006,3359,3359,3150,3187.649902,3023.049072,2399
21-03-2006,3199,3280,3199,3225.149902,3058.612061,3967
22-03-2006,3026.149902,3245,3026.149902,3222.850098,3056.431152,2238
23-03-2006,3245,3285,3227.5,3243.199951,3075.72998,2067
24-03-2006,3130,3245,3120,3187.850098,3023.238525,1193
27-03-2006,3175.050049,3252,3090,3130.300049,2968.6604,12845
28-03-2006,3189,3199.949951,3100,3110.600098,2949.978027,2148
29-03-2006,3125,3149.949951,3100,3106.5,2946.087891,1272
30-03-2006,3105,3150,2930,3066.399902,2908.060303,1180
31-03-2006,3110,3124,3090,3101.800049,2941.631592,2083
03-04-2006,3110.050049,3240,3110.050049,3204.149902,3038.696045,2838
04-04-2006,3310,3310,3162,3219.399902,3053.158691,2486
05-04-2006,3285,3541.350098,3250,3541.350098,3358.484375,12209
07-04-2006,3679.850098,3895.5,3605,3874.899902,3674.810791,35309
10-04-2006,3940,4068.649902,3790,3856.449951,3657.312012,21946
12-04-2006,3900,3962.449951,3825.050049,3867.800049,3668.076416,8709
13-04-2006,3845,3845,3674.949951,3704.850098,3513.541992,4357
17-04-2006,3765,3890.100098,3710,3859.199951,3659.921631,4668
18-04-2006,3920,3970,3820,3860.800049,3661.438965,3428
19-04-2006,3850,3904.949951,3751.050049,3782.149902,3586.849609,2702
20-04-2006,3782.149902,3874,3782.149902,3855.550049,3656.460449,2605
21-04-2006,3890,3915,3775,3809,3612.315186,2891
24-04-2006,3885,3999.449951,3689,3716.050049,3524.16333,11076
25-04-2006,3720,3775,3530.25,3535,3352.462891,4862
26-04-2006,3580,3690,3540,3557,3373.326172,2383
27-04-2006,3650,3655,3395,3406.300049,3230.407959,3360
28-04-2006,3371.75,3473,3301,3438.550049,3260.992676,2156
02-05-2006,3500,3660,3500,3562.550049,3378.590576,1402
03-05-2006,3600,3640,3542,3598.149902,3412.351807,4085
04-05-2006,3628,3630,3560,3584.449951,3399.358887,1875
05-05-2006,3629,3629,3515,3552.649902,3369.200684,1367
08-05-2006,3600,3620,3433,3498.5,3317.847412,2351
09-05-2006,3580,3580,3450,3508.300049,3327.141602,1874
10-05-2006,3550,3550,3500,3512.550049,3331.171631,859
11-05-2006,3452,3533.949951,3425,3453.149902,3274.838623,1766
12-05-2006,3570,3570,3380,3393.449951,3218.221436,2823
15-05-2006,3549.949951,3550,3281,3295.699951,3125.519043,2058
16-05-2006,3400,3430,3200,3222.600098,3056.193359,1246
17-05-2006,3270,3383.75,3270,3383.149902,3208.453369,1534
18-05-2006,3300,3332.899902,3214,3228.25,3061.552979,2277
19-05-2006,3235,3298,3080,3127.100098,2965.625488,1348
22-05-2006,3130,3130,2970.75,2976.25,2822.565674,822
23-05-2006,2985,2990,2830,2965.550049,2812.417725,1303
24-05-2006,2999.949951,3100,2855,2890.199951,2740.957275,1171
25-05-2006,2832.350098,2880,2751,2807.550049,2662.575928,1046
26-05-2006,2850,2947.949951,2850,2947.949951,2795.726563,334
29-05-2006,2962,3069,2801,2944.699951,2792.643066,1107
30-05-2006,2980,3010,2800,2821.699951,2675.995605,755
31-05-2006,2865,2865,2750.149902,2819.350098,2673.766602,1103
01-06-2006,2920,2920,2750,2775,2631.707275,857
02-06-2006,2700,2770,2636.25,2744.699951,2602.970947,1394
05-06-2006,2705.199951,2770,2701,2729.199951,2588.271973,1219
06-06-2006,2673,2700,2654,2660.850098,2523.451172,520
07-06-2006,2600,2640,2527.850098,2528.649902,2398.07666,866
08-06-2006,2475,2498,2402.75,2402.949951,2278.868408,559
09-06-2006,2300,2455,2282.800049,2441.399902,2315.33374,1695
12-06-2006,2450,2451.199951,2350,2368.5,2246.197021,713
13-06-2006,2290,2370,2150,2204.199951,2090.381592,1330
14-06-2006,2325,2325,2100,2143.449951,2032.769043,911
15-06-2006,2185,2242,2165,2222.300049,2107.547363,892
16-06-2006,2280.050049,2370,2220,2251.050049,2134.812744,1537
19-06-2006,2300,2320,2236,2304.199951,2185.217285,765
20-06-2006,2253,2399,2204.199951,2343.949951,2222.915039,847
21-06-2006,2251,2477.5,2250.5,2418.149902,2293.283691,1407
22-06-2006,2500,2540,2450.050049,2493.550049,2364.790039,1007
23-06-2006,2525,2525,2385.100098,2479.300049,2351.275635,1013
26-06-2006,2549,2565,2428,2454.550049,2327.803467,1437
27-06-2006,2436,2484,2350,2374.800049,2252.171631,1054
28-06-2006,2400,2400,2350.600098,2375.699951,2253.026123,301
29-06-2006,2400,2499,2400,2421,2295.986816,624
30-06-2006,2490,2490,2380,2411.949951,2287.402344,883
03-07-2006,2500,2500,2400,2416.350098,2291.575684,904
04-07-2006,2479,2479.949951,2401,2440.399902,2314.384277,964
05-07-2006,2440,2470,2401,2423.350098,2298.214111,1453
06-07-2006,2499.100098,2499.100098,2405.050049,2438.899902,2312.961914,321
07-07-2006,2497.100098,2505,2450,2463.550049,2336.339844,1453
10-07-2006,2460,2489.949951,2450,2476.050049,2348.193848,307
11-07-2006,2450,2556,2450,2511.100098,2381.433594,1084
12-07-2006,2450,2552,2450,2532.899902,2402.108643,956
13-07-2006,2510,2560,2460,2513.300049,2383.519043,708
14-07-2006,2475,2546.949951,2474.5,2517.949951,2387.928955,426
17-07-2006,2510,2537.449951,2490,2519.25,2389.162109,1086
18-07-2006,2500,2531,2485,2510.800049,2381.150146,909
19-07-2006,2520,2560,2455.100098,2502.949951,2373.704834,871
20-07-2006,2520,2635,2470,2609.050049,2474.325684,4941
21-07-2006,2600,2648,2600,2615.899902,2480.821777,2030
24-07-2006,2551,2625,2550,2605.550049,2471.007324,916
25-07-2006,2630,2635,2600,2608.550049,2473.852051,507
26-07-2006,2620,2648.899902,2605,2628.649902,2492.913574,346
27-07-2006,2660,2879.949951,2607.5,2794.100098,2649.820801,1046
28-07-2006,2850,2949.800049,2752,2831.399902,2685.195313,1915
31-07-2006,2880,2978,2808,2940.600098,2788.754639,2025
01-08-2006,2935,2950,2900,2923.300049,2772.348877,1677
02-08-2006,2915,2974,2896,2940.800049,2788.945068,805
03-08-2006,2950,3231.600098,2950,3231.600098,3067.858154,6773
04-08-2006,3344.699951,3344.699951,3155,3250.25,3085.563965,5323
07-08-2006,3500,3500,3180,3240.600098,3076.403076,4193
08-08-2006,3260,3309,3250,3286.550049,3120.025391,1756
09-08-2006,3260,3615.25,3260,3615.25,3432.06958,9150
10-08-2006,3700,3748,3435,3446.100098,3271.490967,14664
11-08-2006,3520,3538.899902,3430,3444.25,3269.734131,6367
14-08-2006,3490,3616.5,3460.050049,3616.5,3433.255859,5021
16-08-2006,3750,3770,3600,3606.550049,3423.811523,4953
17-08-2006,3700,3700,3450,3499.899902,3322.564453,4104
18-08-2006,3511,3590,3511,3550.649902,3370.742188,2076
21-08-2006,3405,3580,3405,3517,3338.797852,1435
22-08-2006,3589.649902,3665,3521,3655.25,3470.043213,5523
23-08-2006,3550.050049,3700,3550.050049,3628.800049,3444.93335,4752
24-08-2006,3600,3610,3556,3591.649902,3409.665039,1637
25-08-2006,3694,3694,3560,3640.399902,3455.945068,4775
28-08-2006,3600,3694,3600,3657.050049,3471.751709,1897
29-08-2006,3600,3675,3581,3631.949951,3447.923096,1562
30-08-2006,3649.949951,3695,3620,3660.800049,3475.311035,4445
31-08-2006,3665,3843.850098,3665,3716.699951,3528.37915,6942
01-09-2006,3675,3810,3660.050049,3797.25,3604.847656,5060
04-09-2006,3800,3909.899902,3790,3841.850098,3647.187988,4678
05-09-2006,3840,3875,3820,3866.949951,3671.015381,3793
06-09-2006,3875,3894,3820.050049,3836.449951,3642.062256,1649
07-09-2006,3762.800049,3870,3762.800049,3856.649902,3661.238525,1420
08-09-2006,3860,4040,3840,3967.25,3766.234131,8991
11-09-2006,3915,4019.949951,3768.899902,3791.550049,3599.436768,4443
12-09-2006,3835,3885,3780,3871.25,3675.098633,3654
13-09-2006,3946.800049,3999.949951,3850,3916.649902,3718.197754,3126
14-09-2006,3900,3981.800049,3861.149902,3878.699951,3682.171143,1859
15-09-2006,3875,3899.949951,3790,3857.5,3662.045166,2258
18-09-2006,3920,3937,3809,3850.050049,3654.972168,2090
19-09-2006,3865,3925,3755,3812.899902,3619.704834,2238
20-09-2006,3780,3925,3780,3854.199951,3658.911865,3089
21-09-2006,3880,3880,3810,3819.100098,3625.59082,1063
22-09-2006,3859.949951,3880,3726,3800.449951,3607.885742,1362
25-09-2006,3835,3840,3750,3759.850098,3569.343018,1798
26-09-2006,3800,3870,3769,3799.25,3606.74707,2778
27-09-2006,3860,3875,3840,3851.199951,3656.064209,2297
28-09-2006,3869,3870,3801.149902,3823.5,3629.767578,1307
29-09-2006,3869.949951,3925,3801,3873.550049,3677.281982,2291
03-10-2006,3840,3949.699951,3840,3913.949951,3715.634521,2686
04-10-2006,3885,3930,3852,3861.25,3665.604492,1239
05-10-2006,3876,4054.350098,3876,4054.350098,3848.921143,5537
06-10-2006,4000,4257.100098,4000,4257.100098,4041.398438,16500
09-10-2006,4301,4470,4150,4470,4243.509766,20275
10-10-2006,4688,4800,4551.100098,4586.200195,4353.822266,15472
11-10-2006,4650,4674.950195,4412,4436.549805,4211.755859,6562
12-10-2006,4450,4680,4450,4641.950195,4406.750977,16100
13-10-2006,4749.899902,4800,4513,4567.700195,4336.259277,8330
16-10-2006,4690,4700,4421.100098,4565.950195,4334.600098,7889
17-10-2006,4600,4630.850098,4486,4506.649902,4278.303711,2655
18-10-2006,4510,4544,4465,4472.850098,4246.216797,2458
19-10-2006,4549,4549,4260,4330.700195,4111.269043,4687
20-10-2006,4395.649902,4545,4381,4436.450195,4211.661621,3691
23-10-2006,4620,4620,4410,4441.100098,4216.074219,973
26-10-2006,4488,4528.899902,4271.549805,4316.75,4098.025391,5029
27-10-2006,4416.5,4416.5,4260,4284.200195,4067.124512,3665
30-10-2006,4310,4310,4171,4192.100098,3979.69165,3668
31-10-2006,4200,4287,4175.100098,4186.299805,3974.186035,1965
01-11-2006,4190,4350,4190,4277.799805,4061.049316,8769
02-11-2006,4374.799805,4409,4210,4222.600098,4008.645264,1771
03-11-2006,4231.100098,4282.899902,4175.049805,4212.799805,3999.342285,2245
06-11-2006,4180.100098,4280,4180.100098,4253.049805,4037.55249,9282
07-11-2006,4260.25,4450,4200,4229.049805,4014.769775,1979
08-11-2006,4269.899902,4269.899902,4130,4150.149902,3939.866699,1500
09-11-2006,4219.950195,4220,4125,4150.450195,3940.152588,1133
10-11-2006,4195,4200,4055.199951,4110.950195,3902.652832,880
13-11-2006,4070,4522.049805,4070,4522.049805,4292.925781,8550
14-11-2006,4600,4780,4500,4534,4307.125488,12186
15-11-2006,4550,4600,4440,4489.100098,4264.471191,2901
16-11-2006,4585,4585,4421,4443.850098,4221.483887,1425
17-11-2006,4540,4540,4282.149902,4301.200195,4085.974854,1592
20-11-2006,4242,4510,4115.549805,4415.5,4194.555176,12620
21-11-2006,4490,4575,4360,4383.350098,4164.013184,6169
22-11-2006,4470,4545,4245,4292.450195,4077.66333,2730
23-11-2006,4379,4491.700195,4295,4315.75,4099.797363,2122
24-11-2006,4380,4380,4272.049805,4286,4071.533203,1462
27-11-2006,4350,4600,4291.350098,4482.149902,4257.869141,10381
28-11-2006,4400,4540,4400,4462,4238.728027,4086
29-11-2006,4519,4720,4476,4608.600098,4377.993652,14701
30-11-2006,4560,4685,4410,4579.899902,4350.729004,2848
01-12-2006,4649.899902,4649.899902,4505.5,4539.850098,4312.681641,4449
04-12-2006,4594,4594,4492.149902,4546.799805,4319.282715,4656
05-12-2006,4555,4599.5,4499,4503.149902,4277.819824,1670
06-12-2006,4510,4512,4350,4369,4150.381836,2621
07-12-2006,4390,4469,4361,4378.25,4159.168457,1649
08-12-2006,4380,4405,4300,4313.299805,4097.46875,2352
11-12-2006,4415,4415,4150,4203.950195,3993.590088,4029
12-12-2006,4205,4300,3900,4013.850098,3813.00293,6443
13-12-2006,4198,4199,3950,4123.899902,3917.545166,2901
14-12-2006,4199,4425,4141.25,4307.200195,4091.672119,3475
15-12-2006,4383.899902,4399,4225.25,4249.549805,4036.908936,1524
18-12-2006,4380,4399.899902,4240,4363.399902,4145.061523,3385
19-12-2006,4370,4370,4230,4267.5,4053.958496,2045
20-12-2006,4399,4496,4280,4309.450195,4093.811035,9642
21-12-2006,4399,4399,4301.25,4333.700195,4116.846191,2239
22-12-2006,4331,4360,4262.5,4304.25,4088.87207,817
26-12-2006,4320,4335,4250,4303.200195,4087.875732,983
27-12-2006,4345,4359,4300,4309.200195,4093.572998,2026
28-12-2006,4300,4350,4280,4323.850098,4107.490723,731
29-12-2006,4380,4380,4280,4293.200195,4078.374268,1485
02-01-2007,4388,4388,4302,4339.850098,4122.689453,1611
03-01-2007,4230,4369,4230,4331.049805,4114.329102,791
04-01-2007,4335,4353,4320.149902,4325.450195,4109.01123,581
05-01-2007,4372,4372,4280,4284.899902,4070.48877,441
08-01-2007,4206.100098,4325,4205.200195,4289.450195,4074.811768,621
09-01-2007,4319,4320,4225,4246.350098,4033.868652,731
10-01-2007,4300,4300,4201.200195,4228.850098,4017.244385,485
11-01-2007,4330,4343,4230,4239.5,4027.361084,330
12-01-2007,4322,4322,4230,4233.799805,4021.945801,778
15-01-2007,4265,4349,4250.049805,4297.350098,4082.315186,2357
16-01-2007,4320,4320,4250,4257.350098,4044.317871,435
17-01-2007,4251,4318,4251,4267.100098,4053.580811,775
18-01-2007,4290,4309,4216,4225.700195,4014.25293,8669
19-01-2007,4260,4260,4205,4215.600098,4004.655762,629
22-01-2007,4211,4300,4211,4284,4069.634033,1189
23-01-2007,4350,4350,4225,4235.549805,4023.608887,562
24-01-2007,4270,4299,4160,4187.100098,3977.584473,803
25-01-2007,4299,4410,4150,4193.799805,3983.947998,9498
29-01-2007,4250,4251,4127,4136.5,3929.515137,2286
31-01-2007,4203.850098,4203.850098,4062.100098,4073.550049,3869.715088,1836
01-02-2007,4100,4120,4069,4083.899902,3879.547607,914
02-02-2007,4110,4125,4067,4100.75,3895.553955,3569
05-02-2007,4100,4108.549805,4055,4084.5,3880.11792,837
06-02-2007,4054.100098,4110,4053.100098,4085.050049,3880.640381,682
07-02-2007,4070,4110,4051,4080.149902,3875.985107,430
08-02-2007,4047,4096,4000,4067.899902,3864.347168,1907
09-02-2007,4067.899902,4067.899902,4000.100098,4008.550049,3807.967529,1281
12-02-2007,4010.25,4036.949951,3915,3944.149902,3746.789795,1302
13-02-2007,3915,3962,3900,3905.550049,3710.121826,869
14-02-2007,3990,3990,3850,3884.75,3690.362305,1410
15-02-2007,3970,4120,3910,3930.149902,3733.490967,534
19-02-2007,4000,4010,3825.100098,3855.5,3662.57666,1121
20-02-2007,3870,3895,3830.350098,3845.649902,3653.219971,515
21-02-2007,3865,3895,3830.550049,3838.949951,3646.854248,475
22-02-2007,3852,3875,3795.050049,3805.300049,3614.888428,870
23-02-2007,3750,3839,3720,3737.800049,3550.766113,820
26-02-2007,3752,3838,3711,3739.100098,3552.000732,1201
27-02-2007,3760,3799,3732.350098,3751.100098,3563.400146,757
28-02-2007,3600,3749.850098,3531,3708.850098,3523.264648,865
01-03-2007,3690,3800,3650,3661.699951,3478.473389,680
02-03-2007,3710,3733,3652.800049,3683.699951,3499.373291,993
05-03-2007,3650,3673,3400,3415.25,3244.354736,1208
06-03-2007,3550,3570,3300,3357.350098,3189.352783,1385
07-03-2007,3480,3498.899902,3250,3276.850098,3112.880859,1396
08-03-2007,3325,3389.949951,3301,3353.949951,3186.123535,1433
09-03-2007,3350,3369.75,3251,3282.5,3131.319336,861
12-03-2007,3398,3398,3275,3332.050049,3178.58667,1458
13-03-2007,3375,3385,3300,3371.649902,3216.363037,589
14-03-2007,3370,3370,3303,3314.350098,3161.701904,314
15-03-2007,3360,3390,3314.100098,3360.5,3205.727051,958
16-03-2007,3379,3398,3355,3372.399902,3217.077881,498
19-03-2007,3479,3479,3301,3438,3279.657227,877
20-03-2007,3490,3570,3451.199951,3556.550049,3392.746826,765
21-03-2007,3599,3605,3485.5,3514.649902,3352.777588,1922
22-03-2007,3530,3587.949951,3270.300049,3451,3292.059326,1772
23-03-2007,3451.25,3528.899902,3400,3424.800049,3267.064941,719
26-03-2007,3530,3530,3350,3374.600098,3219.177734,755
28-03-2007,3325,3390,3270,3304.5,3152.306396,662
29-03-2007,3365,3400,3310,3338.550049,3184.787354,1545
30-03-2007,3374.5,3400,3325,3347.100098,3192.944092,506
02-04-2007,3335,3339.850098,3270,3285.050049,3133.750977,219
03-04-2007,3333,3333,3274,3290.100098,3138.568359,411
04-04-2007,3325,3330,3230.050049,3238.300049,3089.154541,930
05-04-2007,3265,3275,3216,3231.800049,3082.953857,367
09-04-2007,3280,3290,3237,3245.199951,3095.736816,726
10-04-2007,3297,3297,3220,3234.399902,3085.434326,479
11-04-2007,3260,3274.949951,3240.050049,3249.199951,3099.552734,297
